	vg_image_id	vg_object_id	link_mn	domain	topname	responses	total_responses	split	topname_agreement	jaccard_similarity	raw_responses
14424	2372550	591420	http://object-naming-amore.upf.edu//2372550_591420_singleton_obj.png	vehicles	cotxe	{'cotxe': 9, 'vehicle': 1}	10	test	0.9	0.5	{'cotxe': 7, 'vehicle, automòbil': 1, 'darrera d’un cotxe': 1, 'cotxe o turisme': 1}
14461	2372699	1892038	http://object-naming-amore.upf.edu//2372699_1892038_singleton_obj.png	casa	rebost	{'rebost': 2, 'armari': 2, 'moble': 2, 'armariet': 1, 'armari de rebost': 1, 'rebost de cuina': 1, 'moble de cuina': 1}	10	test	0.2	0.25	{'rebost': 2, 'moble': 2, 'armariet': 1, 'armari,': 1, 'armari': 1, 'armari de rebost': 1, 'armar rebost de cuina': 1, 'moble de cuina': 1}
14465	2372715	735651	http://object-naming-amore.upf.edu//2372715_735651_singleton_obj.png	animals_plantes	cavall	{'cavall': 9, 'cap de cavall': 1}	10	test	0.9	0.3333333333333333	{'cavall': 8, 'cavall, cap, brides': 1, 'cap de cavall': 1}
14472	2372752	1764585	http://object-naming-amore.upf.edu//2372752_1764585_singleton_obj.png	vehicles	camió	{'camió': 5, 'senyal de detenció obligatòria': 2, 'senyal': 1, 'camioneta': 1, 'senyal de trànsit': 1}	10	test	0.5	0.2	{'camió': 5, 'senyal': 1, 'camioneta': 1, 'senyal de tràfic, camió': 1, 'senyal d’aturada obligatòria': 1, 'treballador fent aturar el trànsit amb un senyal d’obligatorietat d’aturada': 1}
14486	2372823	1688296	http://object-naming-amore.upf.edu//2372823_1688296_singleton_obj.png	animals_plantes	cavall	{'cavall': 10}	10	test	1.0	1.0	{'cavall': 8, 'cavall, animal domèstic': 1, 'cavall guanyador': 1}
14493	2372848	735157	http://object-naming-amore.upf.edu//2372848_735157_supercat_unique.png	casa	tassa	{'tassa': 6, 'tassa de cafè': 4}	10	test	0.6	1.0	{'tassa': 5, 'tassa de cafè': 3, 'tassa de cafè amb llet': 1, 'taça amb cafè amb llet': 1}
14513	2372906	1662319	http://object-naming-amore.upf.edu//2372906_1662319_singleton_obj.png	casa	cuina	{'cuina': 3, 'forn': 2, 'marbre': 1, 'taulell': 1, 'calaixos': 1, 'moble': 1, 'mobles de cuina': 1}	10	test	0.3	0.25	{'cuina': 2, 'forn': 2, 'marbre': 1, 'cuina, forn': 1, 'taulell': 1, 'calaixos i forn de cuina': 1, 'moble': 1, 'mobles de cuina': 1}
14517	2372912	3852071	http://object-naming-amore.upf.edu//2372912_3852071_singleton_obj.png	menjar	entrepà	{'entrepà': 5, 'frànkfurt': 4, 'entrepà de salsitxa de frankfurt': 1}	10	test	0.5	0.2	{'entrepà': 4, 'frankfurt': 3, 'francfurt': 1, 'entrepà de salsitxa tipus frankfurt': 1, 'entrepà de tipus frankfurt amb tomàquet o kepsup': 1}
14522	2372928	734811	http://object-naming-amore.upf.edu//2372928_734811_singleton_obj.png	vehicles	avió militar	{'avió militar': 5, 'avió': 2, 'aeronau': 1, 'avió de combat': 1, 'caça': 1}	10	test	0.5	0.14285714285714285	{'avió militar': 4, 'avió': 2, 'aeronau': 1, 'avió de combat': 1, 'caça': 1, 'avió militar sobrevolant muntanyes': 1}
14536	2372984	2569643	http://object-naming-amore.upf.edu//2372984_2569643_supercat_unique.png	menjar	amanida	{'amanida': 5, 'enciam': 2, 'molla de pa': 2, 'brioix': 1}	10	test	0.5	0.2	{'amanida': 5, 'enciam': 2, 'brioix': 1, 'molla de pa': 1, 'molla de pà': 1}
14543	2373005	2826451	http://object-naming-amore.upf.edu//2373005_2826451_singleton_obj.png	vehicles	camioneta	{'camioneta': 4, 'cotxe': 3, 'furgoneta': 2, 'tot terreny': 1}	10	test	0.4	0.4	{'cotxe': 3, 'camioneta': 3, 'tot-terreny': 1, 'pickup': 1, 'darrera de camioneta': 1, 'furgoneta pick up': 1}
14574	2373136	734163	http://object-naming-amore.upf.edu//2373136_734163_seed_ambiguous.png	casa	cadira	"{'cadira': 7, 'cadira giratòria': 1, 'cadira de despatx': 1, ""cadira d'oficina"": 1}"	10	test	0.7	0.5	"{'cadira': 6, 'cadira, cadira de despatx': 1, 'cadira giratòria o de despatx': 1, 'cadira de despatx': 1, ""cadira d'oficina"": 1}"
14592	2373202	2474910	http://object-naming-amore.upf.edu//2373202_2474910_singleton_obj.png	casa	escriptori	{'escriptori': 3, 'despatx': 1, 'cafè': 1, 'tassa de cafè': 1, 'tassa de te': 1}	7	test	0.42857142857142855	0.16666666666666666	{'escriptori': 3, 'tassa': 2, 'despatx': 1, 'taça, cullereta, ulleres': 1, 'cafè': 1, 'tassa de cafè': 1, 'tassa de te amb ulleres de lectura': 1}
14644	2373413	1858903	http://object-naming-amore.upf.edu//2373413_1858903_supercat_unique.png	vehicles	patinet	{'patinet': 8, 'esportistes': 1}	9	test	0.8888888888888888	0.0	{'patinet': 7, 'esport infantil': 1, 'esportistes': 1, 'patinet vermell': 1}
14764	2373817	2094558	http://object-naming-amore.upf.edu//2373817_2094558_supercat_unique.png	menjar	pastís	{'pastís': 9, 'pastis': 1}	10	test	0.9	0.5	{'pastís': 9, 'pastis': 1}
14777	2373861	3724038	http://object-naming-amore.upf.edu//2373861_3724038_singleton_obj.png	gent	noia	{'noia': 8, 'platet': 1, 'vestit': 1}	10	test	0.8	0.0	{'noia': 7, 'platet': 1, 'vestit,': 1, 'noia morena': 1}
14780	2373865	2602509	http://object-naming-amore.upf.edu//2373865_2602509_singleton_obj.png	animals_plantes	girafa	{'girafa': 10}	10	test	1.0	1.0	{'girafa': 6, 'jirafa': 2, 'girafa a la sabana': 2}
14785	2373883	1860438	http://object-naming-amore.upf.edu//2373883_1860438_singleton_obj.png	gent	skater	{'skater': 3, 'patinador': 2, 'noi': 2, 'patinadors': 1, 'nois': 1}	9	test	0.3333333333333333	0.125	{'patinador': 2, 'skater': 2, 'noi': 2, 'skatebordista': 1, 'patinatge, patinador': 1, 'patinadors amb monopatí': 1, 'nois amb monopatí': 1}
14867	2374149	2386783	http://object-naming-amore.upf.edu//2374149_2386783_supercat_unique.png	menjar	pizza	{'pizza': 6, 'formatge ratllat': 3, 'plat': 1}	10	test	0.6	0.25	{'pizza': 6, 'formatge ratllat': 2, 'plat, menja': 1, 'posant formatge ratllat a la pizza': 1}
14872	2374166	2667870	http://object-naming-amore.upf.edu//2374166_2667870_singleton_obj.png	gent	tennista	{'tennista': 8, 'noia': 1}	9	test	0.8888888888888888	0.2	{'tenista': 6, 'tennista': 2, 'esport. desuadora': 1, 'noia': 1}
14888	2374238	3721603	http://object-naming-amore.upf.edu//2374238_3721603_singleton_obj.png	animals_plantes	zebra	{'zebra': 10}	10	test	1.0	1.0	{'zebra': 8, 'cebra': 1, 'cebra dins un tancat': 1}
14912	2374325	2505738	http://object-naming-amore.upf.edu//2374325_2505738_singleton_obj.png	casa	fotografies	{'fotografies': 2, 'escriptori': 2, 'fotografia': 1, 'portàtil': 1, 'fulletó': 1, 'ordinador': 1, 'retalls de premsa': 1, 'taula': 1}	10	test	0.2	0.25	{'fotografies': 2, 'escriptori': 2, 'fotografia': 1, 'portàtil': 1, 'fulletó': 1, 'ordinador': 1, 'retalls premsa': 1, 'taula': 1}
14919	2374357	586999	http://object-naming-amore.upf.edu//2374357_586999_singleton_obj.png	animals_plantes	gat	{'gat': 10}	10	test	1.0	1.0	{'gat': 7, 'gat, animal': 1, 'gat jugant amb una joguina': 1, 'cat jugant amb un plàtan de peluix': 1}
14990	2374639	1979876	http://object-naming-amore.upf.edu//2374639_1979876_seed_ambiguous.png	gent	cabell	{'cabell': 2, 'cap': 2, 'persona': 1, 'cabells': 1}	6	test	0.3333333333333333	0.5	{'cabell': 2, 'noia': 2, 'cap': 2, 'persona,': 1, 'noia davant del mirall': 1, 'noia pentinant-se davant el mirall del tocador': 1, 'cabells': 1}
14995	2374650	2508822	http://object-naming-amore.upf.edu//2374650_2508822_singleton_obj.png	vehicles	avió	{'avió': 10}	10	test	1.0	0.5	{'avió': 7, 'avio': 1, 'avió, aeronau': 1, 'avió volant': 1}
15043	2374797	2159514	http://object-naming-amore.upf.edu//2374797_2159514_singleton_obj.png	casa	pizza	{'pizza': 2, 'taula': 2, 'pizza dolça': 1}	5	test	0.4	0.3333333333333333	{'postre': 2, 'pastís': 2, 'pizza amb salsa': 2, 'taula': 2, 'tarta, pastís, postres': 1, 'pizza dolça': 1}
15046	2374808	585531	http://object-naming-amore.upf.edu//2374808_585531_singleton_obj.png	menjar	pizza	{'pizza': 6, 'porció de pizza': 3, 'tall de pizza': 1}	10	test	0.6	0.2	{'pizza': 5, 'porció de pizza': 2, 'pizza, coca': 1, 'porció de pizza o tall de pizza': 1, 'tall de pizza': 1}
15068	2374880	2749209	http://object-naming-amore.upf.edu//2374880_2749209_singleton_obj.png	animals_plantes	gat	{'gat': 7, 'silueta': 2, 'ombra': 1}	10	test	0.7	0.3333333333333333	{'gat': 7, 'ombra, perfil': 1, 'siloueta': 1, 'silueta d’un cap': 1}
15072	2374892	724517	http://object-naming-amore.upf.edu//2374892_724517_supercat_unique.png	casa	escriptori	{'escriptori': 4, 'ordinador': 2, 'despatx': 1, 'portàtil': 1, 'informàtic': 1, 'treballador informàtic': 1}	10	test	0.4	0.14285714285714285	{'escriptori': 4, 'ordinador': 2, 'despatx, treball, feina': 1, 'portàtil': 1, 'informàtic': 1, 'treballador informàtic o teletreballador': 1}
15088	2374930	724331	http://object-naming-amore.upf.edu//2374930_724331_singleton_obj.png	animals_plantes	gos	{'gos': 10}	10	test	1.0	1.0	{'gos': 7, 'gos, animal de companyia': 1, 'gos pacient': 1, 'gos vigilant': 1}
15094	2374948	2529828	http://object-naming-amore.upf.edu//2374948_2529828_seed_ambiguous.png	animals_plantes	cabra	{'cabra': 5, 'xai': 3, 'ovella': 2}	10	test	0.5	0.5	{'cabra': 5, 'ovella': 2, 'xai, be': 1, 'xai': 1, 'xai o xaiet': 1}
15139	2375126	2546044	http://object-naming-amore.upf.edu//2375126_2546044_singleton_obj.png	gent	tennista	{'tennista': 9}	9	test	1.0	0.0	{'tenista': 6, 'tennista': 3, 'esport, tenis': 1}
15161	2375187	2283941	http://object-naming-amore.upf.edu//2375187_2283941_supercat_ambiguous.png	animals_plantes	ocell	{'ocell': 10}	10	test	1.0	1.0	{'ocell': 9, 'ocell, pardal': 1}
15214	2375428	3842096	http://object-naming-amore.upf.edu//2375428_3842096_singleton_obj.png	animals_plantes	gos	{'gos': 10}	10	test	1.0	0.5	{'gos': 8, 'gis': 1, 'gos trist': 1}
15226	2375456	3692330	http://object-naming-amore.upf.edu//2375456_3692330_singleton_obj.png	menjar	entrepà	{'entrepà': 5, 'frànkfurt': 2, 'salsitxes': 1, 'salsitxa': 1, 'salsitxa de frankfurt': 1}	10	test	0.5	0.0	{'entrepà': 4, 'frankfurt': 2, 'saltxitxes': 1, 'salsitxa, entrepa': 1, 'salsitxa tipus frankfurt': 1, 'entrepà amb salsitxa a la brasa tipus frankfurt': 1}
15235	2375497	722059	http://object-naming-amore.upf.edu//2375497_722059_singleton_obj.png	vehicles	avió	{'avió': 10}	10	test	1.0	0.5	{'avió': 7, 'avió, aeronau': 1, 'avió a l’airoport': 1, 'avió entrant a l’airoport': 1}
15268	2375597	581323	http://object-naming-amore.upf.edu//2375597_581323_singleton_obj.png	menjar	amanida	{'amanida': 3, 'menjar': 2, 'verdura': 2, 'verdures': 1, 'ensalada': 1, 'bròquil': 1}	10	test	0.3	0.2	{'amanida': 3, 'menjar': 2, 'verdura': 2, 'verdures': 1, 'ensalada': 1, 'bròquil': 1}
15272	2375608	721598	http://object-naming-amore.upf.edu//2375608_721598_singleton_obj.png	gent	nen	{'nen': 4, 'skater': 1, 'patinador': 1, 'samarreta': 1, 'nin': 1, 'xiquet': 1, 'noi': 1}	10	test	0.4	0.25	{'nen': 3, 'skater': 1, 'patinador': 1, 'samarreta': 1, 'nin': 1, 'nen amb casc': 1, 'xiquet': 1, 'noi': 1}
15278	2375634	721503	http://object-naming-amore.upf.edu//2375634_721503_supercat_unique.png	casa	bol	{'bol': 5, 'pot': 1, 'enciamera': 1, 'cistell': 1, 'grela': 1, 'cubell': 1}	10	test	0.5	0.125	{'bol': 5, 'pot': 1, 'ensaladera': 1, 'cistell': 1, 'grel.la': 1, 'cubell': 1}
15282	2375647	580738	http://object-naming-amore.upf.edu//2375647_580738_singleton_obj.png	casa	lavabo	{'lavabo': 2, 'rentamans': 2}	4	test	0.5	0.0	{'pica': 6, 'lavabo': 2, 'rentamans': 2}
15315	2375785	1837913	http://object-naming-amore.upf.edu//2375785_1837913_singleton_obj.png	vehicles	moto	{'moto': 10}	10	test	1.0	0.3333333333333333	{'moto': 10}
15342	2375891	578306	http://object-naming-amore.upf.edu//2375891_578306_singleton_obj.png	gent	noia	{'noia': 7, 'dona': 2, 'rastes': 1}	10	test	0.7	0.3333333333333333	{'noia': 7, 'dona': 2, 'rastes': 1}
15347	2375917	2479735	http://object-naming-amore.upf.edu//2375917_2479735_supercat_unique.png	casa	banc	{'banc': 10}	10	test	1.0	0.5	{'banc': 9, 'banco': 1}
15371	2375999	720815	http://object-naming-amore.upf.edu//2375999_720815_singleton_obj.png	gent	llançador	{'llançador': 4, 'jugador': 2, 'noi': 1, 'gespa': 1, 'jugador de beisbol': 1, 'esportista': 1}	10	test	0.4	0.42857142857142855	{'llançador': 3, 'jugador': 2, 'noi': 1, 'gespa': 1, 'llençador': 1, 'jugador de baseball': 1, 'esportista': 1}
15389	2376061	3687857	http://object-naming-amore.upf.edu//2376061_3687857_singleton_obj.png	edificis	casa	{'casa': 3, 'cases': 1, 'sirenes': 1, 'edificis': 1}	6	test	0.5	0.2	{'casa': 3, 'camió': 2, 'camión': 1, 'camió de bombers': 1, 'cases': 1, 'sirenes': 1, 'edificis': 1}
15395	2376094	576322	http://object-naming-amore.upf.edu//2376094_576322_singleton_obj.png	gent	home	{'home': 7, 'plat': 2, 'senyor': 1}	10	test	0.7	0.3333333333333333	{'home': 7, 'plat': 2, 'senyor': 1}
15426	2376185	575312	http://object-naming-amore.upf.edu//2376185_575312_singleton_obj.png	vehicles	avió	{'avió': 9, 'reactor': 1}	10	test	0.9	0.5	{'avió': 8, 'avión': 1, 'reactor': 1}
15467	2376316	2293958	http://object-naming-amore.upf.edu//2376316_2293958_supercat_unique.png	roba	jaqueta	{'jaqueta': 5, 'mans': 3, 'dònut': 1, 'jersei': 1}	10	test	0.5	0.4	{'jaqueta': 3, 'xaqueta': 2, 'mans': 2, 'manos': 1, 'donut': 1, 'jersei': 1}
15504	2376439	3685247	http://object-naming-amore.upf.edu//2376439_3685247_singleton_obj.png	casa	banyera	{'banyera': 10}	10	test	1.0	1.0	{'banyera': 9, 'bañera': 1}
15540	2376606	1814142	http://object-naming-amore.upf.edu//2376606_1814142_singleton_obj.png	gent	dona	{'dona': 4, 'noia': 4, 'finestra': 1, 'davantal': 1}	10	test	0.4	0.2	{'dona': 4, 'noia': 4, 'finestra': 1, 'devantal': 1}
15552	2376662	570937	http://object-naming-amore.upf.edu//2376662_570937_seed_ambiguous.png	menjar	salsitxa	{'salsitxa': 2, 'frànkfurt': 2, 'entrepà': 2, 'pa': 1, 'torcaboques': 1, 'panet': 1}	9	test	0.2222222222222222	0.125	{'pa': 1, 'salchicha': 1, 'franfurt': 1, 'frankfurt': 1, 'torcaboques': 1, 'salsitxa': 1, 'tovalló de paper': 1, 'entrepá': 1, 'panet': 1, 'entrepà': 1}
15558	2376682	570611	http://object-naming-amore.upf.edu//2376682_570611_supercat_unique.png	roba	mocador	{'mocador': 4, 'jersei': 2, 'jaqueta': 2, 'mocador de coll': 1}	9	test	0.4444444444444444	0.2857142857142857	{'mocador': 3, 'jersey': 1, 'pañuelo': 1, 'bufanda': 1, 'mocador de coll': 1, 'xaqueta': 1, 'jersei': 1, 'jaqueta': 1}
15580	2376746	3839506	http://object-naming-amore.upf.edu//2376746_3839506_supercat_ambiguous.png	gent	noi	"{'noi': 5, 'espelmes': 2, 'dona': 1, ""pastís d'aniversari"": 1}"	9	test	0.5555555555555556	0.0	{'noi': 5, 'espelmes': 2, 'dona': 1, 'aniversari': 1, 'pastís d’aniversari': 1}
15581	2376751	570064	http://object-naming-amore.upf.edu//2376751_570064_singleton_obj.png	animals_plantes	ovella	{'ovella': 8, 'be': 2}	10	test	0.8	0.5	{'ovella': 7, 'oveja': 1, 'be': 1, 'mè': 1}
15605	2376838	1881339	http://object-naming-amore.upf.edu//2376838_1881339_singleton_obj.png	casa	maleta	{'maleta': 5, 'cadira': 3, 'roba': 1}	9	test	0.5555555555555556	0.6666666666666666	{'maleta': 5, 'cadira': 3, 'sofà': 1, 'roba': 1}
15610	2376859	719142	http://object-naming-amore.upf.edu//2376859_719142_singleton_obj.png	casa	bidet	{'bidet': 5, 'vàter': 3, 'tassa de vàter': 2}	10	test	0.5	0.6	{'bidet': 5, 'vàter': 2, 'tassa de vàter': 1, 'tassa des vàter': 1, 'vater': 1}
15657	2377052	3493766	http://object-naming-amore.upf.edu//2377052_3493766_supercat_unique.png	edificis	carpa	{'carpa': 6, 'nens': 1, 'tendal': 1, 'xiquets': 1, 'envelat': 1}	10	test	0.6	0.14285714285714285	{'carpa': 6, 'nens': 1, 'tendal': 1, 'xiquets': 1, 'envelat': 1}
15720	2377270	2530784	http://object-naming-amore.upf.edu//2377270_2530784_seed_ambiguous.png	casa	banyera	{'banyera': 6, 'aixeta': 4}	10	test	0.6	0.3333333333333333	{'banyera': 5, 'aixeta': 4, 'bañera': 1}
15806	2377573	1868867	http://object-naming-amore.upf.edu//2377573_1868867_singleton_obj.png	animals_plantes	gos	{'gos': 9, 'ca': 1}	10	test	0.9	0.5	{'gos': 8, 'perro': 1, 'ca': 1}
15816	2377607	564564	http://object-naming-amore.upf.edu//2377607_564564_singleton_obj.png	gent	skater	{'skater': 4, 'nen': 2, 'patinador': 2, 'noi': 1, 'noia': 1}	10	test	0.4	0.2857142857142857	{'skater': 4, 'nen': 2, 'patinador': 1, 'escater': 1, 'noi': 1, 'noia': 1}
15821	2377627	564462	http://object-naming-amore.upf.edu//2377627_564462_singleton_obj.png	casa	plat	{'plat': 6, 'acompanyant': 1, 'menjar': 1, 'amanida': 1}	9	test	0.6666666666666666	0.2	{'plat': 6, 'fruita': 1, 'acompanyant': 1, 'menjar': 1, 'amanida': 1}
15827	2377638	1693599	http://object-naming-amore.upf.edu//2377638_1693599_singleton_obj.png	vehicles	camió	{'camió': 7, 'tràiler': 2, 'reixat': 1}	10	test	0.7	0.3333333333333333	{'camió': 6, 'camión': 1, 'reixat': 1, 'trailer': 1, 'tràiler': 1}
15839	2377678	716974	http://object-naming-amore.upf.edu//2377678_716974_supercat_unique.png	animals_plantes	cavall	{'cavall': 10}	10	test	1.0	0.5	{'cavall': 9, 'caballo': 1}
15845	2377697	564084	http://object-naming-amore.upf.edu//2377697_564084_singleton_obj.png	animals_plantes	gat	{'gat': 8, 'moix': 1, 'gatet': 1}	10	test	0.8	0.6666666666666666	{'gat': 7, 'gato': 1, 'moix': 1, 'gatet': 1}
15852	2377717	3295066	http://object-naming-amore.upf.edu//2377717_3295066_singleton_obj.png	casa	portàtil	{'portàtil': 4, 'ordinador': 2, 'taula': 1, 'escriptori': 1}	8	test	0.5	0.5	{'portàtil': 3, 'teclat': 2, 'ordinador': 2, 'portátil': 1, 'taula': 1, 'escriptori': 1}
15873	2377783	716461	http://object-naming-amore.upf.edu//2377783_716461_singleton_obj.png	gent	jugador	{'jugador': 4, 'receptor': 3, 'home': 1, 'jugador de beisbol': 1, 'esportista': 1}	10	test	0.4	0.6666666666666666	{'jugador': 4, 'home': 1, 'receptor': 1, 'agafador': 1, 'jugador se beisbol': 1, 'recollidor': 1, 'esportista': 1}
15875	2377788	563786	http://object-naming-amore.upf.edu//2377788_563786_seed_ambiguous.png	animals_plantes	vaca	{'vaca': 9, 'vaques': 1}	10	test	0.9	0.5	{'vaca': 9, 'vaques': 1}
15878	2377799	563712	http://object-naming-amore.upf.edu//2377799_563712_singleton_obj.png	gent	nen	{'nen': 7, 'dessuadora': 1, 'xiquet': 1, 'noi': 1}	10	test	0.7	0.2	{'nen': 7, 'sudadera': 1, 'xiquet': 1, 'noi': 1}
15879	2377801	3478211	http://object-naming-amore.upf.edu//2377801_3478211_singleton_obj.png	vehicles	tren	{'tren': 6, 'locomotora': 1, 'vagó': 1, 'vagó de tren': 1, 'màquina de tren': 1}	10	test	0.6	0.2	{'tren': 6, 'locomotora': 1, 'vagó': 1, 'vagó de tren': 1, 'màquina de tren': 1}
15894	2377848	716195	http://object-naming-amore.upf.edu//2377848_716195_singleton_obj.png	roba	peluix	{'peluix': 3, 'jaqueta': 2, 'jersei': 2, 'nino': 1, 'pepa': 1, 'nino de drap': 1}	10	test	0.3	0.14285714285714285	{'jaqueta': 2, 'peluix': 2, 'jersei': 2, 'peluche': 1, 'nino': 1, 'pepa': 1, 'nino de drap': 1}
15895	2377849	2588279	http://object-naming-amore.upf.edu//2377849_2588279_supercat_ambiguous.png	gent	noi	{'noi': 4, 'home': 3, 'foto': 1, 'senyor': 1}	9	test	0.4444444444444444	0.16666666666666666	{'noi': 4, 'home': 3, 'foto': 1, 'senyor': 1, 'corbata': 1}
15930	2377964	3837259	http://object-naming-amore.upf.edu//2377964_3837259_singleton_obj.png	gent	dona	{'dona': 6, 'bossa': 2, 'senyora': 1, 'mercat': 1}	10	test	0.6	0.16666666666666666	{'dona': 6, 'bossa': 2, 'senyora': 1, 'mercat': 1}
15955	2378050	1980710	http://object-naming-amore.upf.edu//2378050_1980710_supercat_unique.png	roba	jaqueta	{'jaqueta': 4, 'màniga': 3, 'puny': 2, 'botó': 1}	10	test	0.4	0.16666666666666666	{'jaqueta': 3, 'màniga': 3, 'puño': 1, 'puny': 1, 'botó': 1, 'xaqueta': 1}
15990	2378197	1838510	http://object-naming-amore.upf.edu//2378197_1838510_supercat_unique.png	menjar	pizza	{'pizza': 6, 'coca': 2, 'menjar': 1}	9	test	0.6666666666666666	0.6666666666666666	{'pizza': 6, 'coca': 2, 'tosta': 1, 'menjar': 1}
15991	2378198	561400	http://object-naming-amore.upf.edu//2378198_561400_singleton_obj.png	gent	esquiador	{'esquiador': 7, 'vestit de neu': 1, 'esquiadora': 1}	9	test	0.7777777777777778	0.16666666666666666	{'esquiador': 7, 'esqui': 1, 'vestit de neu': 1, 'esquiadora': 1}
16048	2378426	559843	http://object-naming-amore.upf.edu//2378426_559843_supercat_unique.png	casa	cadira	{'cadira': 10}	10	test	1.0	1.0	{'cadira': 9, 'silla7': 1}
16066	2378499	1835135	http://object-naming-amore.upf.edu//2378499_1835135_supercat_unique.png	gent	home	{'home': 8, 'mòbil': 1, 'americana': 1}	10	test	0.8	0.25	{'home': 8, 'mòbil': 1, 'americana': 1}
16077	2378546	559112	http://object-naming-amore.upf.edu//2378546_559112_supercat_unique.png	roba	jaqueta	{'jaqueta': 7, 'anorac': 2, 'camisa': 1}	10	test	0.7	0.4	{'jaqueta': 4, 'xaqueta': 2, 'anorac': 2, 'chaqueta': 1, 'camisa': 1}
16098	2378600	3668376	http://object-naming-amore.upf.edu//2378600_3668376_singleton_obj.png	gent	home	{'home': 5, 'mòbil': 5}	10	test	0.5	0.25	{'home': 5, 'mòbil': 5}
16101	2378604	1891266	http://object-naming-amore.upf.edu//2378604_1891266_seed_ambiguous.png	gent	tennista	{'tennista': 7, 'noia': 1, 'jugadora': 1, 'dessuadora': 1}	10	test	0.7	0.16666666666666666	{'tenista': 6, 'noia': 1, 'jugadora': 1, 'tennista': 1, 'dessuadora': 1}
16120	2378650	1366660	http://object-naming-amore.upf.edu//2378650_1366660_supercat_unique.png	roba	raqueta	{'raqueta': 6, 'vestit': 3, 'samarreta': 1}	10	test	0.6	0.3333333333333333	{'raqueta': 6, 'vestit': 3, 'samarreta': 1}
